ra,dec,z,petroMag_r
226.42761,0.68278559,0.03237775,17.17596
129.55213,0.41641313,0.07717124,16.54039
168.90941,0.49477622,0.1130199,17.62271
224.72674,1.0859687,0.0334097,17.74676
235.03964,-0.14407764,0.0778373,17.30288
180.35648,0.54534632,0.07770932,16.33121
182.74172,0.60390227,0.07784457,15.65107
219.67913,-0.0077422444,0.03369356,15.14542
219.60498,-0.18891937,0.03361663,17.32491
168.85373,0.86493929,0.07712074,17.60936
229.80791,1.0547753,0.11304,17.08278
170.64629,1.022575,0.07761673,17.19669
179.01349,-0.043468821,0.07723518,16.56067
173.49598,0.95829746,0.1129936,17.72936
181.43677,1.0366886,0.07713222,17.67391
231.6152,0.88948128,0.1122691,17.31726
150.49028,-0.1171181,0.03290842,17.05051
150.44122,-0.15450632,0.03320398,16.97993
150.47062,-0.12517918,0.03283051,15.08532
150.31918,-0.030709698,0.03270648,17.42319
150.301,-0.006601762,0.03264355,17.41664
181.69757,1.0131933,0.1124675,17.74195
233.16875,0.88630886,0.1129504,17.65383
236.63067,0.85355411,0.1127681,17.46565
184.89716,-0.57792198,0.07744315,17.78922
184.28547,-0.48658035,0.1125677,18.63723
230.66268,1.3699687,0.07751253,18.04046
232.54936,1.4422943,0.1129612,17.46869
235.84036,1.3131747,0.03369457,16.13799
228.38454,-1.4783947,0.1123335,17.53003
187.85981,-0.93527276,0.1125573,17.05227
182.2578,-0.96516094,0.1127468,15.53419
182.14843,-1.0350635,0.1127118,17.51553
174.33305,-1.0305653,0.07749061,17.06172
172.55263,-0.96902148,0.07770094,16.80469
172.34307,-1.0357559,0.07727171,16.03396
171.78582,-0.97721272,0.07748466,17.63552
171.8796,-0.98238256,0.07755527,16.55645
169.84092,-0.95010535,0.07708023,15.89518
232.64003,-1.2978455,0.07708891,17.59113
166.72986,-1.0111286,0.1124882,17.24766
166.71311,-0.99887992,0.1128998,15.84469
166.4211,-0.87614873,0.03331094,17.48172
165.74061,-0.96209487,0.0334835,15.28105
235.59835,-1.2749655,0.03264327,15.22658
235.55894,-1.2290266,0.03350199,14.91549
247.78005,0.89017322,0.03313043,17.84381
245.42335,1.0483201,0.03242692,17.34727
243.51008,1.0527776,0.03289048,17.71631
242.91368,0.87653761,0.03299446,17.00243
231.64151,0.86001745,0.1131008,17.60312
220.59838,0.90798002,0.03321811,13.87707
220.64183,0.97886581,0.03345936,14.84924
220.44323,0.92049341,0.0333711,16.4203
211.62,0.87011998,0.1129527,16.75124
203.16521,0.94253805,0.0774927,16.71339
202.02697,0.96280364,0.1122504,17.40665
199.58066,0.96222575,0.112586,17.80191
186.564,0.88385641,0.07755381,17.87173
186.02552,0.86323509,0.07774862,16.32221
240.25447,0.48817461,0.07773775,15.48009
240.33776,0.45627878,0.03276656,16.56196
239.81112,0.45447619,0.03242368,17.35502
239.10758,0.47318174,0.03263752,15.22434
218.65548,0.9901421,0.1376076,17.85232
218.12361,0.94642401,0.1367203,17.34759
217.6877,0.90719257,0.1376365,17.31169
208.07608,1.0505298,0.1376047,17.83478
200.10687,0.97391419,0.1367514,17.77956
198.41298,0.87002831,0.1367346,17.74433
197.67905,0.8920914,0.09591818,16.12675
197.59846,1.0006329,0.05811097,17.73422
195.12901,0.95392481,0.05930444,16.2643
187.00884,0.97223421,0.09578133,19.1796
186.8359,0.95579349,0.09609642,16.52536
242.15468,0.53742514,0.05814764,16.77151
235.75575,0.56826836,0.09653717,17.23989
228.31268,0.50573167,0.1367982,17.45624
228.18176,0.50719055,0.1373313,16.46053
227.37942,0.55686687,0.05858022,17.58302
221.77435,0.58558154,0.0957781,16.80816
219.92276,0.50731383,0.1376884,17.93239
219.21226,0.44917575,0.1368034,17.24065
217.55861,0.50982945,0.09618618,17.56491
215.04241,0.47877207,0.1375907,17.30574
212.25057,0.54109001,0.1367086,17.07
201.57763,0.51628218,0.09641542,17.46078
189.97921,0.54237926,0.1372681,17.64657
247.57977,0.18500039,0.05819843,16.56301
243.636,0.059566923,0.05857496,17.16708
243.08219,0.057703461,0.0587567,17.089
243.11812,0.20322541,0.05863327,17.11868
242.27922,0.069008279,0.05860724,17.83361
242.01917,0.11980407,0.05912129,16.89015
242.01079,0.15649057,0.05838332,17.51369
241.87275,0.15250422,0.05868909,16.06164
241.58499,0.11228453,0.05830609,18.16537
241.33741,0.054717604,0.05828073,17.68522
241.06911,0.043744135,0.05932232,17.24623
241.06472,0.097003932,0.05832123,15.2219
241.05708,0.053544073,0.05909625,15.54752
241.00572,0.13148347,0.0591639,16.43078
233.87611,0.096574882,0.1371364,17.78881
233.81607,0.0089331227,0.1369689,17.17576
233.59057,0.083942025,0.1375597,17.72195
233.03411,0.15005544,0.05931378,17.21467
230.74525,0.098947498,0.05835623,15.07573
227.48161,0.10921723,0.09647438,17.19731
227.11953,0.084259946,0.0956944,17.6685
218.59309,0.10570105,0.1369061,17.24889
217.2533,0.19579648,0.1376778,17.56649
197.7629,0.052176691,0.09608272,17.11043
197.75512,0.053030656,0.09618144,16.5267
197.38121,0.2058814,0.1367859,17.81307
248.36816,-0.21471108,0.05867258,16.94135
247.64342,-0.21312658,0.05809155,16.4109
241.60599,-0.35161719,0.05836911,17.37261
234.44671,-0.34947409,0.09560766,17.71289
231.43247,-0.32921365,0.05883771,17.84229
231.41147,-0.3035747,0.0583006,17.87678
229.82043,-0.39369688,0.137064,16.73414
225.76856,-0.2897507,0.1375416,17.74822
219.43967,-0.38699495,0.1368175,16.71376
219.43002,-0.25349043,0.1374727,16.1723
219.22481,-0.29260818,0.1373762,17.7874
217.98429,-0.34941422,0.1367155,17.65676
213.62635,-0.37436073,0.1372335,17.58975
213.60169,-0.38428177,0.1373069,17.19171
213.60025,-0.37764268,0.1377244,15.26176
213.21823,-0.37886755,0.09618083,18.43773
212.70339,-0.31122495,0.1377412,17.13781
212.1367,-0.23354795,0.09566075,17.30412
197.47588,-0.29280752,0.09621955,17.51186
194.34132,-0.26216244,0.05901793,17.19988
189.49133,-0.23044056,0.1374262,17.73634
189.35768,-0.28149687,0.1376595,16.88981
152.07618,-0.36023818,0.0963771,16.52964
247.85096,-0.81306322,0.05898905,18.15317
246.47221,-0.74970815,0.137445,17.20958
240.73838,-0.75554176,0.05868592,16.53795
230.32554,-0.75652864,0.1373135,18.13641
230.2883,-0.7359251,0.1370397,17.43172
219.76136,-0.6354848,0.1372436,17.37451
219.7625,-0.63523731,0.1367611,16.81201
219.76044,-0.83045008,0.1375656,17.33056
219.7395,-0.65598566,0.137747,17.63147
218.73362,-0.62589473,0.1375248,17.69971
218.72346,-0.63761599,0.137272,16.82942
213.81869,-0.66127924,0.1369607,17.16295
212.93298,-0.68413143,0.1368393,17.57268
197.05613,-0.63252494,0.09564068,17.11586
193.62529,-0.68249429,0.09592959,17.39775
249.09039,-1.1981389,0.05931826,16.51948
249.0688,-1.2224039,0.0592262,16.62886
248.59389,-1.1683535,0.05906265,17.46091
247.01911,-1.2372196,0.1376484,17.43933
194.05039,-1.1986883,0.1367148,17.01985
246.0676,0.7530678,0.0582104,17.77236
165.71816,0.67710674,0.09593257,16.97488
165.68815,0.66074783,0.09630207,16.47947
248.03383,-0.078645176,0.05833568,16.77151
242.9752,-0.05496445,0.05820816,17.64536
240.03646,-0.021664758,0.136777,17.80572
249.49655,-0.4984697,0.05894065,16.57077
245.36734,-0.4570716,0.05909181,15.61956
249.63953,-0.89653158,0.05917491,17.73512
161.92778,-0.34543315,0.1372109,17.27949
160.39152,-0.3967828,0.1367787,17.55669
149.09095,0.011198819,0.1374652,17.59564
149.22358,0.084367148,0.137292,17.28977
152.25668,0.050297412,0.09560979,16.00575
160.07887,-0.68871315,0.09591585,17.5763
152.28181,0.059957707,0.09584015,16.05269
159.53834,-0.67173399,0.09649751,16.37128
159.44698,-0.65667022,0.09636554,17.59217
153.35704,0.031464804,0.09612146,17.31955
154.39617,0.089032815,0.09572376,17.66
150.39548,-0.77397644,0.1368486,16.64973
150.32393,-0.75028043,0.1368843,18.43578
159.57659,-1.2104104,0.1376868,17.73232
156.68762,0.08452941,0.09603637,17.14345
149.91284,-1.2479596,0.1375265,16.04116
158.34728,0.15807907,0.09637783,16.77514
159.37088,0.19426466,0.09646114,16.42158
151.75937,0.47178758,0.09652208,17.16902
152.11635,0.49212522,0.09617997,16.8199
129.23921,1.1681676,0.09580828,18.16055
155.04727,0.43328027,0.09581185,16.99761
157.08694,0.55991632,0.09568959,17.63897
155.28646,0.57499484,0.09611713,19.63671
155.17971,0.5972006,0.09561259,17.36518
155.14079,0.54935188,0.09606256,17.56381
155.43059,0.44775594,0.09648157,17.74303
153.56389,0.58576427,0.09647392,17.39117
155.85025,0.444294,0.09649263,17.38482
157.46493,0.5007956,0.09638181,17.61818
159.32915,0.60167245,0.05915563,17.40119
159.36039,0.48884531,0.05875318,17.22718
153.33621,0.11542308,0.09598833,17.12668
159.39849,0.42167512,0.09607586,16.88778
162.05726,0.53883262,0.09608639,17.65629
159.54418,0.98730181,0.05893907,17.33854
151.85429,0.18631434,0.09584994,16.97864
160.5919,0.99396977,0.09563563,17.26374
225.5741,0.70633895,0.09653493,17.89243
152.52743,-0.2684402,0.05842725,19.92716
152.49894,-0.2162991,0.09610837,17.27566
227.67677,0.74139786,0.09617293,17.62892
228.16587,0.72961594,0.1371596,16.8615
151.22126,-0.67707179,0.09589524,16.04794
228.07588,1.121684,0.09578482,16.89576
232.59967,1.3106738,0.1373425,17.04052
139.83044,1.3552712,0.1376812,17.71643
233.86903,1.3777903,0.05899465,18.50381
158.62141,1.481029,0.09629453,17.34059
213.32626,-1.3507174,0.1372618,17.8928
231.67755,-1.3535996,0.05932886,15.79479
232.84577,-1.2911476,0.1374954,17.8558
232.99496,-1.3834724,0.09636232,17.54951
234.62616,-1.3646628,0.1375385,17.84923
212.77065,-1.484283,0.1374871,17.60432
234.47349,-0.9557479,0.1374854,17.60437
204.33024,-1.2956348,0.0581309,16.25221
197.13154,1.3688998,0.09598537,18.76939
171.03754,1.3159131,0.05894878,15.94416
171.01382,1.3216643,0.05887992,17.98739
248.85635,-0.87788915,0.05864979,17.5619
151.44918,0.87975362,0.09596842,16.47736
151.41333,0.85335614,0.09605173,17.3915
151.33816,0.98267126,0.09637255,17.69002
227.61465,-1.3555316,0.09600669,17.39073
140.03526,0.67065706,0.05838272,17.63863
231.69195,-1.1022414,0.0583856,16.95796
233.42892,-1.0946252,0.09632715,15.71698
210.14239,-0.26872763,0.1317515,17.72997
210.11525,-0.37988232,0.1318131,17.60562
197.79576,-0.40495839,0.09116904,16.9982
249.02747,-0.68967575,0.09091997,17.06154
240.33623,-0.67414157,0.0561623,18.03861
230.69545,-0.65923342,0.09106369,17.76281
222.08932,-0.80754342,0.05622832,15.54255
218.42752,-0.80006387,0.05620326,16.79972
218.37556,-0.8311475,0.05591327,16.13237
218.36364,-0.80061499,0.05554468,16.93065
218.37603,-0.81033577,0.05578163,16.67829
209.67524,-0.65800797,0.131564,15.83165
209.67309,-0.73461635,0.1314835,17.20272
196.9404,-0.78930488,0.09148846,17.37517
188.93407,-0.74049128,0.09137204,17.41967
208.83834,-1.0493305,0.09137631,17.70688
249.39339,1.1891474,0.09111653,17.41762
245.9668,1.2241435,0.09119939,17.09526
242.45107,1.089578,0.05591223,16.44992
242.43841,1.1718752,0.05555231,16.81441
248.72885,0.75660659,0.09085388,16.61963
248.70464,0.8037268,0.09088155,16.84628
246.21325,0.73593971,0.0566049,17.07915
246.16359,0.78289967,0.05639601,16.27198
245.86293,0.82649119,0.05630004,16.99631
245.02092,0.79144146,0.05618966,17.80056
243.95882,0.83486465,0.05615441,17.2289
241.57954,0.73862598,0.05541354,16.79971
243.54692,-0.85399854,0.05669871,16.79384
120.90509,0.52905743,0.09134324,16.22135
228.15882,0.74667599,0.09090446,16.62365
228.17332,0.69774871,0.09089562,17.32121
228.98814,0.6956401,0.09126821,15.85251
228.89935,0.60306565,0.0915632,16.74911
228.95895,0.67600493,0.09122156,17.33183
229.409,0.55638187,0.1312962,16.99363
226.02497,1.1997436,0.09147047,16.26332
236.2059,0.73293942,0.09129185,17.48936
230.28285,1.4230576,0.0915299,17.00847
232.61544,1.4708,0.0913265,17.14886
235.22069,-1.3753264,0.05616734,17.60904
216.39463,-1.3761302,0.05553101,16.10731
216.47954,-1.471425,0.05558712,16.02547
216.53974,-1.3073874,0.0560449,17.31161
217.11438,-1.4137653,0.1314102,17.68079
218.72674,-1.2716752,0.05633582,15.98614
218.90176,-1.3821065,0.05609406,17.49145
218.96808,-1.2752788,0.05583258,17.44406
218.99465,-1.2870791,0.05638992,17.45363
234.99072,-0.90938737,0.05546848,15.28156
248.89417,0.65237585,0.09071276,16.91022
248.84016,-0.8529429,0.09099913,17.43759
248.92868,-0.89672518,0.09126688,17.65259
219.05533,-1.4699602,0.05640766,17.85684
219.08331,-1.4421536,0.0566987,18.50878
221.4513,-1.4964812,0.1317672,17.58751
224.10994,-1.4266112,0.05577979,17.7283
224.34873,-1.3159735,0.05572916,17.80728
236.8484,-1.0067277,0.05541507,16.29154
231.03867,-0.88558145,0.1314433,17.84476
234.51445,-0.622245,0.1310387,17.90543
240.30632,-0.5865212,0.05644755,16.41505
240.35887,-0.51114097,0.05657526,16.23447
240.82576,-0.035985117,0.05642917,17.48322
240.08206,-0.61648705,0.05591502,17.55368
241.37878,-0.52428384,0.1309947,17.38492
176.70558,0.89610363,0.05651937,20.06111
175.82491,-0.18161728,0.0564323,16.68899
175.33518,-0.33472449,0.1316052,17.5689
191.30957,1.1419212,0.0911663,17.16825
190.79016,0.50944371,0.09066956,16.32859
212.12205,-0.84145953,0.05577171,16.28315
212.9745,0.22296784,0.05553887,14.69959
179.67073,-1.0667394,0.1311642,16.42811
178.64998,-0.83103154,0.1315307,17.10144
162.88524,-0.28007119,0.05633038,17.04891
171.60314,-0.28490412,0.0914553,17.74876
175.73603,-0.28621318,0.05633127,18.62357
182.32197,-0.41973342,0.1311409,17.20679
172.21695,0.05308282,0.1311059,17.28835
180.40687,0.084739493,0.1309347,17.27655
163.06891,0.5019203,0.05554786,17.57635
172.30228,0.44469191,0.1314722,16.99537
172.62125,0.4217435,0.130971,17.7436
179.25043,0.4527146,0.1310893,16.24606
172.61034,0.96836713,0.1316037,17.74598
179.76044,0.8527698,0.1311904,17.66005
181.04084,0.95720274,0.0913527,17.72404
175.2585,-1.3929596,0.1309865,17.47474
207.47447,-1.4822784,0.1314122,17.70662
139.35742,1.2883478,0.05555512,15.6003
138.63644,1.2372715,0.05568597,15.95372
168.23436,1.4632726,0.07438788,17.40512
168.00522,1.3663758,0.07432757,16.35521
145.01969,1.4621788,0.1470785,20.07965
148.7816,1.0165994,0.1100693,16.31415
232.22929,1.4736415,0.07466253,16.80211
232.22376,1.4824232,0.07411098,19.39113
232.25664,1.382635,0.0745524,15.61867
232.37875,1.4650411,0.07423425,16.75459
149.21884,0.098946696,0.07429044,17.98376
199.92118,-1.3911092,0.1466458,17.55611
149.01061,0.13973901,0.0745739,17.09014
203.78023,-1.362515,0.1462517,17.37793
147.99099,-1.1068001,0.07459193,16.87073
209.53665,-1.2738486,0.1461693,17.34132
140.91625,1.4972264,0.07404228,17.80148
222.71808,1.1656491,0.02711398,15.59479
221.63018,1.2747507,0.02746077,13.37586
218.06607,1.4570589,0.02744163,17.18412
216.15626,1.3181536,0.07435829,17.6025
156.79829,1.3787568,0.1469017,16.4998
155.24951,1.4874909,0.1103398,16.89777
149.16601,1.2351614,0.1094295,17.20102
147.33565,1.1533879,0.0274709,16.36595
216.72115,0.96289548,0.02617199,15.55821
215.96045,1.0043296,0.07413268,16.82305
212.97639,1.0699934,0.1469609,16.87167
200.20619,1.3208419,0.1471678,17.55186
199.08682,1.2882118,0.1101738,17.59941
195.63185,1.3696783,0.07451665,17.40489
187.05492,1.4184811,0.110186,17.38311
185.93042,1.311089,0.02625535,16.93072
185.91605,1.3237629,0.02643145,15.29499
185.95558,1.3751183,0.02694738,15.69666
184.83815,1.2991808,0.1466667,17.3995
184.20994,1.3606954,0.07458749,17.729
174.2196,1.281497,0.07423974,17.08527
171.7513,1.3856084,0.07414965,15.72455
171.13487,1.3613755,0.07426883,16.91683
170.71635,1.3464346,0.07438336,17.6724
170.65271,1.3101189,0.02659849,16.71765
159.69904,1.0192878,0.110175,17.47275
238.10521,0.87733169,0.1469538,17.67036
232.31752,1.2513564,0.07456999,17.51676
227.48136,1.4030917,0.02764473,15.17158
227.40778,1.2748297,0.07442003,17.76447
223.58096,1.3832682,0.1461403,17.83553
223.52229,1.4028825,0.1461977,17.42485
200.22713,1.4012693,0.1094486,17.4702
200.18499,1.4809484,0.10967,17.55829
185.82534,1.4868693,0.02785617,15.30316
160.38725,1.3647204,0.1095968,17.05238
204.03332,1.2458208,0.146094,17.04303
201.37226,1.0679523,0.1101657,16.51102
208.87244,0.22620038,0.1463385,17.30013
208.62671,0.37855084,0.1467156,16.93391
208.53975,0.40736118,0.1464467,16.98812
208.53626,0.4039959,0.1468625,17.66911
207.5684,0.34243867,0.1468553,17.65782
207.42558,0.33245549,0.1102335,17.35881
205.4109,0.41487886,0.07425168,17.23767
201.48577,0.26128111,0.1101965,17.17894
201.19044,0.23067879,0.110289,16.49003
191.90946,0.34930467,0.1470585,16.7132
201.13796,0.34377115,0.1103754,17.56752
208.81662,-0.11921031,0.1460504,17.49613
191.54499,-0.32802635,0.1466929,17.44866
191.57494,-0.32688707,0.1463514,17.58974
203.80476,-0.16283312,0.07400628,16.99685
200.72741,-0.4606805,0.07460012,16.95948
198.35108,0.25079395,0.02636209,17.78064
199.76076,-0.4948197,0.1102505,17.16185
147.9313,0.95214425,0.02719792,17.67479
146.9318,1.0351669,0.02719446,17.96453
146.18964,0.95381319,0.02673383,17.88665
205.30121,-0.73485162,0.1463288,17.26193
145.40988,1.0265349,0.1466059,17.90593
143.66324,0.98195588,0.1103073,18.8279
141.49862,0.89383103,0.1100373,17.28221
133.67823,0.86224016,0.1094533,17.85396
206.64529,0.23388501,0.1465746,17.18639
132.29052,0.84326339,0.110275,16.84854
146.32035,0.57342009,0.14669,18.07056
145.43387,0.56413952,0.1461468,17.11999
145.30472,0.56238456,0.1469123,17.96449
145.42138,0.53370588,0.1459859,18.07839
143.12638,0.56772845,0.1467523,17.82496
143.11943,0.59012865,0.1471248,17.73991
142.98929,0.58342463,0.1461814,21.40854
136.9952,0.5837918,0.1465469,17.47107
142.20868,0.43785457,0.07396367,17.54237
131.68838,0.45861847,0.1102008,17.40871
141.9734,0.15023357,0.07431486,17.18002
141.08029,0.18226046,0.1468965,17.48108
145.40681,-0.31439655,0.1468838,17.73568
144.27342,-0.42207352,0.1471473,17.78908
142.44334,-0.28139728,0.07473131,16.74905
145.64345,-0.68482076,0.1462277,17.25209
145.49628,-0.73679163,0.1467638,17.57442
145.3983,-0.67092618,0.1468171,17.58278
139.06692,-0.78207658,0.07453752,17.13747
213.7154,-0.29320345,0.1463797,16.92199
213.74017,-0.40900945,0.1462607,17.61634
137.82661,-0.79914065,0.02733216,21.2684
212.56423,1.1229533,0.1468125,17.5675
172.42462,-1.4256019,0.1096643,17.34484
171.67619,-1.4590083,0.07431035,16.42717
171.00596,-1.4249659,0.0740535,17.68768
188.66737,-1.2846819,0.1099276,16.95139
164.49427,-1.2321649,0.07435285,16.77489
165.08793,-1.1253654,0.07429876,16.77797
180.48081,-1.4395688,0.1467061,17.41509
179.58566,-1.3639441,0.146165,17.44922
171.53699,-1.3043633,0.07462607,17.38463
200.12033,1.1379508,0.1466955,17.62211
198.21023,1.0886238,0.02613533,16.70501
198.16242,1.0609357,0.0743367,17.47899
186.04935,1.2130169,0.02657746,15.03357
184.83025,1.1687607,0.1469572,17.20189
179.72415,-1.1687775,0.1466182,17.2914
179.72626,-1.1487405,0.146759,17.83393
168.60381,-0.83079474,0.02778957,17.5772
168.76389,-0.72284072,0.07451846,17.78815
175.09992,1.1931003,0.1094485,17.67193
174.20947,1.1358253,0.07439201,16.96256
166.96969,1.2279856,0.07441805,17.47297
157.39503,1.2126819,0.1460147,17.75413
155.37551,1.0735679,0.1096763,16.3653
147.19636,1.0532201,0.02726925,15.15608
147.04751,1.1212789,0.02712802,17.90195
133.04737,1.0969147,0.1465583,17.40242
131.44146,1.2030848,0.1464514,19.65599
169.85064,-0.2129912,0.07411009,17.7058
227.4552,0.83771527,0.07472344,15.81911
200.17734,0.72993261,0.1101542,17.36969
200.14247,0.64131219,0.1097187,17.79638
193.39098,0.7716716,0.1468068,17.77925
180.95853,-0.29809877,0.1097794,18.9622
163.27199,0.14271285,0.1094173,17.65668
190.02853,0.81569735,0.147128,17.16254
164.76074,0.12210437,0.1094974,16.88372
190.02928,0.81679513,0.146873,16.89153
187.26661,0.82227584,0.1098043,17.3841
168.46984,0.0039990028,0.07437501,16.43155
183.59342,0.80671223,0.07454741,17.07421
169.04276,0.016126535,0.14657,17.84835
170.64483,0.69317765,0.1460805,16.83967
168.15879,0.63928887,0.07451127,16.8252
168.11015,0.63207399,0.1099988,17.7582
166.21421,0.55383842,0.07439233,17.06193
169.98247,0.47681993,0.07434732,16.79203
166.54908,0.73881844,0.07466496,15.94028
180.18276,0.62100221,0.1100556,17.74432
180.20652,0.60251514,0.1102634,17.13293
165.47724,0.76932,0.07467633,17.39282
153.62907,0.79863074,0.1469108,18.29913
153.01618,0.70245056,0.1461825,16.74063
170.39821,0.89771665,0.07412402,17.64446
146.33806,0.72218147,0.1467964,17.75866
143.24445,0.65574336,0.1097541,17.04747
170.83279,1.0213626,0.07439698,15.9759
170.83619,1.0237833,0.07453322,16.14143
171.03154,0.97186603,0.07428785,14.80897
171.28919,0.99939465,0.07399775,17.72869
143.17981,0.63179858,0.1094174,16.62126
142.17742,0.69381929,0.07427851,18.0633
133.5989,0.64042936,0.1094844,16.46875
132.04094,0.70810927,0.1098494,16.80984
132.00795,0.69336464,0.1102509,17.42413
222.05902,0.25835339,0.1467435,17.77336
212.91195,0.39182554,0.1464928,17.51337
223.49891,1.2485816,0.08159987,17.66827
219.50491,1.4121527,0.1234145,16.13822
219.35149,1.3533116,0.1232331,17.29995
229.62358,0.98777058,0.1231261,17.0466
230.62317,1.0396691,0.1233026,17.64555
230.68057,0.92670317,0.08185434,17.56798
149.72257,1.2131929,0.08168808,16.09441
233.68245,1.0081354,0.1235036,17.60261
234.03078,0.94835276,0.08163959,17.66106
236.70845,0.90607005,0.04522566,17.80938
228.96255,1.3945542,0.1227703,17.57148
230.68603,1.3739023,0.1230606,18.82261
230.78042,1.4280669,0.1232859,16.6847
236.65975,1.320476,0.1229922,17.60034
198.93503,-1.4354463,0.08194298,16.7334
200.13128,-1.4714017,0.08195888,16.98816
228.2093,-1.4928028,0.1233592,18.17952
217.29766,-1.3191598,0.1234367,17.67731
218.02178,-1.4135169,0.08186525,17.42622
218.09391,-1.3969626,0.122783,17.39211
231.76878,-0.89751067,0.1232651,17.73087
232.53873,-0.87388642,0.0821214,16.36205
232.54947,-1.0043485,0.08179204,17.31769
234.55639,-0.96430471,0.08223091,17.48796
234.59029,-0.98600788,0.08209451,16.38889
223.81388,1.4579484,0.04452914,16.72548
222.56126,1.3923599,0.04439535,16.85994
222.54307,1.3834511,0.04421214,15.48661
231.03718,0.83315598,0.08212651,16.35675
231.0215,0.8258575,0.08228496,17.54632
230.93224,0.84129395,0.08187728,17.85758
197.82683,-1.31107,0.08225531,17.33266
203.51119,-1.2586306,0.08224566,16.11053
194.84361,1.4434358,0.08175554,16.3595
248.23618,-0.83562249,0.1231333,17.25575
248.19378,-0.45529657,0.1230498,17.1472
217.5705,-1.0897091,0.1229723,17.84552
217.60901,-1.1317444,0.123294,16.51594
229.32348,-0.91692047,0.123242,17.98029
241.25006,-0.87690273,0.08182219,18.22212
241.25641,-0.97340368,0.122789,17.51758
175.91706,-1.4410403,0.123706,17.18161
176.03621,1.2515087,0.1229839,17.75867
175.21197,-1.3182065,0.04488849,16.44048
199.05217,-0.039663786,0.08167136,17.15418
198.87073,-0.12154187,0.08226645,17.00016
175.3731,-1.2715348,0.04525563,17.06374
175.72464,1.350938,0.1230994,17.67642
191.89166,0.54461702,0.08184645,16.68091
142.5876,0.85576202,0.1230158,16.73158
131.71145,0.98179765,0.04444544,17.00924
191.34809,-1.2377829,0.08212451,17.70354
127.03063,0.57975734,0.08196835,16.28927
191.35889,0.97673039,0.08188791,16.64291
191.06048,0.10955195,0.08192886,16.79939
144.54261,-0.32338689,0.1233304,17.6356
144.42914,-0.41296038,0.1227178,17.11252
191.02527,0.034986856,0.08227362,16.34551
144.04261,-0.8383405,0.1227853,17.61864
191.00237,0.65674921,0.08203045,16.73436
191.0843,0.75423192,0.08172774,17.7405
191.10978,0.77830088,0.08185157,17.74585
191.04084,1.3019852,0.08212013,15.84891
179.58979,-1.4584278,0.08166218,16.12053
192.38851,-1.4777669,0.08176997,17.17815
195.63108,-1.2745915,0.08170459,16.38808
192.31021,-1.3590599,0.08193175,16.33418
192.07522,1.0534947,0.08202548,15.81534
191.68009,-0.71035537,0.08205003,15.41632
191.58699,-0.36522434,0.08196591,17.63561
191.64563,0.0062300963,0.08228803,17.02724
191.5973,0.18097285,0.08212004,16.96577
191.21774,-0.43044635,0.08212335,15.39939
196.63917,1.0593398,0.1230491,17.7198
191.24193,0.45474235,0.08164438,17.04001
196.42243,1.1898561,0.04423311,15.61081
191.22382,1.4744849,0.08184476,16.61401
191.32767,1.4261639,0.1235732,17.68641
189.56388,1.1375888,0.08158755,16.24132
190.79805,-0.89570016,0.08183572,17.44945
137.80966,0.93306515,0.1230725,18.10623
210.98081,-0.047713133,0.08220658,19.73723
210.41613,1.0198963,0.08223203,16.98734
213.56223,-0.17920642,0.1228767,17.71478
213.64952,0.21005664,0.123372,17.75292
213.67506,0.14117339,0.1233459,17.9305
214.49283,-0.29588611,0.1234667,17.77939
165.87127,-1.2401103,0.0820705,17.52492
177.16316,-1.1374058,0.1227476,17.22404
179.72674,-1.2366763,0.08175502,16.56252
165.36338,-0.71830547,0.04431597,14.64284
165.97916,-0.71355477,0.04491033,15.59809
170.26935,-0.81284722,0.04520647,17.54128
174.4135,-0.81511947,0.0443011,16.43896
177.77913,-0.77102404,0.08199915,17.20079
167.5961,0.18874235,0.1235969,17.85474
167.61187,0.17570697,0.1227639,16.72228
167.65773,0.032753349,0.1236514,17.67304
167.76572,0.054170456,0.1231596,17.11252
131.92697,0.68221942,0.04540735,17.7788
180.8682,0.060088573,0.08192924,15.56225
163.50072,0.51245024,0.08205866,17.67569
166.22559,1.0131395,0.1231072,17.6807
166.44797,1.0213302,0.1233094,17.28406
166.51623,0.87958105,0.1231893,17.84131
168.83393,0.96750357,0.0822929,17.66406
180.38347,0.95919107,0.08202603,16.8957
180.68803,0.99559736,0.08225957,17.46884
181.13532,1.0013026,0.08219457,17.36265
210.21432,-0.18711667,0.08174746,16.53288
231.63358,-0.50693041,0.08215656,17.36933
192.35527,-0.60245173,0.08175617,17.16657
192.32596,-0.55222643,0.08176467,16.91262
183.6484,-0.56202581,0.1237061,16.97734
153.94991,-0.45887869,0.1234957,17.15006
228.05484,-1.041774,0.122951,18.00556
197.57954,-0.97158022,0.08160563,17.91451
186.15099,-0.85983769,0.1234058,17.44962
182.90518,-1.0447637,0.0819401,17.65235
230.6061,0.86619238,0.08166296,17.13982
213.55414,1.0395094,0.1234704,17.34317
196.42235,0.9356849,0.0444661,17.30611
194.65653,0.98681047,0.123249,15.87294
243.20906,0.48028806,0.04464509,16.32735
223.35109,0.59664112,0.04475124,16.26478
211.31529,0.53831771,0.04480792,17.02293
210.54596,0.54058868,0.08203767,17.72588
208.06234,0.59474556,0.04541377,15.59249
188.52195,0.4810443,0.0442002,15.6108
219.40691,0.076197147,0.08195259,16.60744
